id,bid,正文,头条文章url,原始图片url,视频url,Live Photo视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否编辑过,编辑次数,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博Live Photo视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,源微博是否编辑过,源微博编辑次数
1955997310120526324,1955997310120526324,RT @Oaktree: Read the latest memo from @HowardMarksBook to learn about the magnetic influence that value ultimately exerts on price. #Oaktr…,,,,,,2025-08-14T14:17:54,,0,0,49,Oaktr…,Oaktree HowardMarksBook,2025-08-14 14:17:54,False,0,True,,,,,,,,,,,,,,,,,,,,
1953227804134523304,1953227804134523304,RT @nikkei: マネーの米国離れ続く 投資家ハワード・マークス氏 https://t.co/BJKMTPZNKe,,,,,,2025-08-06T22:52:52,,0,0,24,,nikkei,2025-08-06 22:52:52,False,0,True,,,,,,,,,,,,,,,,,,,,
1938324218904473900,1938324218904473900,RT @Oaktree: Oaktree co-chairman @HowardMarksBook was pleased to join Patrick Saner for the opening keynote at CFA Society Switzerland's 20…,,,,,,2025-06-26T19:51:20,,0,0,7,,Oaktree HowardMarksBook,2025-06-26 19:51:20,False,0,True,,,,,,,,,,,,,,,,,,,,
1936146731155988659,1936146731155988659,RT @Oaktree: Listen to the latest memo from @HowardMarksBook to hear why he believes efforts to control free markets often make things much…,,,,,,2025-06-20T19:38:47,,0,0,23,,Oaktree HowardMarksBook,2025-06-20 19:38:47,False,0,True,,,,,,,,,,,,,,,,,,,,
1935354077564592305,1935354077564592305,RT @Oaktree: Read the latest memo from @HowardMarksBook to learn what he thinks are the potential implications of governmental intervention…,,,,,,2025-06-18T15:09:03,,0,0,22,,Oaktree HowardMarksBook,2025-06-18 15:09:03,False,0,True,,,,,,,,,,,,,,,,,,,,
1934688532830015724,1934688532830015724,RT @Oaktree: Co-chairman @HowardMarksBook will deliver the keynote at @InsuranceAUM’s annual meeting in Chicago. Reach out to Greg Halagan…,,,,,,2025-06-16T19:04:25,,0,0,4,,Oaktree HowardMarksBook InsuranceAUM,2025-06-16 19:04:25,False,0,True,,,,,,,,,,,,,,,,,,,,
1925278601865494800,1925278601865494800,"RT @QatarEconForum: ""Risk avoidance ends up in return avoidance. We have to knowingly, intelligently take risk for profit,"" @Oaktree Co-Cha…",,,,,,2025-05-21T19:52:43,,0,0,23,,QatarEconForum Oaktree,2025-05-21 19:52:43,False,0,True,,,,,,,,,,,,,,,,,,,,
1919788615468454144,1919788615468454144,"RT @Oaktree: Listen to an excerpt from a conversation on April 10, 2025 with Howard Marks, Bruce Karsh, and Sheldon Stone in celebration of…",,,,,,2025-05-06T16:17:28,,0,0,8,,Oaktree,2025-05-06 16:17:28,False,0,True,,,,,,,,,,,,,,,,,,,,
1911870866884878697,1911870866884878697,"RT @Oaktree: @HowardMarksBook considers how financial markets may respond to the recent events surrounding tariffs, highlighting the key qu…",,,,,,2025-04-14T19:55:10,,0,0,22,,Oaktree HowardMarksBook,2025-04-14 19:55:10,False,0,True,,,,,,,,,,,,,,,,,,,,
1910053356967715180,1910053356967715180,"RT @Oaktree: In his latest memo, @HowardMarksBook discusses how the recent events surrounding tariffs can have a seismic but unpredictable…",,,,,,2025-04-09T19:33:02,,0,0,67,,Oaktree HowardMarksBook,2025-04-09 19:33:02,False,0,True,,,,,,,,,,,,,,,,,,,,
1909666216631058612,1909666216631058612,RT @tseides: Navigating private credit. My conversation with @HowardMarksBook. https://t.co/6tTUshNWSW With thanks to WCM Investment Mana…,,,,,,2025-04-08T17:54:40,,0,0,17,,tseides HowardMarksBook,2025-04-08 17:54:40,False,0,True,,,,,,,,,,,,,,,,,,,,
1908222152966627687,1908222152966627687,RT @lisaabramowicz1: Oaktree’s Howard Marks: “The state of the world is completely in flux and has been radically changed…This is the bigge…,,,,,,2025-04-04T18:16:28,,0,0,207,,lisaabramowicz1,2025-04-04 18:16:28,False,0,True,,,,,,,,,,,,,,,,,,,,
1907099622729973764,1907099622729973764,RT @SOF_National: New episode drop with @HowardMarksBook the legendary Co-Founderand Co-Chairman of @Oaktree —this isn’t just about investi…,,,,,,2025-04-01T15:55:56,,0,0,24,,SOF_National HowardMarksBook Oaktree,2025-04-01 15:55:56,False,0,True,,,,,,,,,,,,,,,,,,,,
1900307280262029819,1900307280262029819,RT @Oaktree: Oaktree is pleased to announce the opening of Oaktree Hyderabad. The decision to expand our operations in India underscores ou…,,,,,,2025-03-13T22:05:36,,0,0,19,,Oaktree,2025-03-13 22:05:36,False,0,True,,,,,,,,,,,,,,,,,,,,
1898041544969798080,1898041544969798080,"RT @Oaktree: Listen to the latest memo from @HowardMarksBook to hear why he believes credit presently offers a better deal than equities, e…",,,,,,2025-03-07T16:02:22,,0,0,21,,Oaktree HowardMarksBook,2025-03-07 16:02:22,False,0,True,,,,,,,,,,,,,,,,,,,,
1897696826423148774,1897696826423148774,"RT @Oaktree: In his latest memo, @HowardMarksBook addresses a common question he’s been receiving over the last few months: “what about cre…",,,,,,2025-03-06T17:12:35,,0,0,21,,Oaktree HowardMarksBook,2025-03-06 17:12:35,False,0,True,,,,,,,,,,,,,,,,,,,,
1895156902650122339,1895156902650122339,RT @Oaktree: Why does @HowardMarksBook believe bubble thinking is irrational? Listen to the latest episode of Behind the Memo to learn mor…,,,,,,2025-02-27T16:59:50,,0,0,26,,Oaktree HowardMarksBook,2025-02-27 16:59:50,False,0,True,,,,,,,,,,,,,,,,,,,,
1877429812630892654,1877429812630892654,RT @Oaktree: Listen to the latest memo from @HowardMarksBook to hear why he believes bubbles are more a state of mind than a quantitative c…,,,,,,2025-01-09T18:58:42,,0,0,32,,Oaktree HowardMarksBook,2025-01-09 18:58:42,False,0,True,,,,,,,,,,,,,,,,,,,,
1876697770255352092,1876697770255352092,"RT @Oaktree: In his latest memo, @HowardMarksBook revisits the subject of bubbles that he first wrote about 25 years ago, outlining the cau…",,,,,,2025-01-07T18:29:50,,0,0,56,,Oaktree HowardMarksBook,2025-01-07 18:29:50,False,0,True,,,,,,,,,,,,,,,,,,,,
1858955098153775164,1858955098153775164,RT @CNBCi: Market veteran Howard Marks cautions that China's economic growth target is a 'Herculean challenge' https://t.co/KrN23tV4dE,,,,,,2024-11-19T19:26:47,,0,0,16,,CNBCi,2024-11-19 19:26:47,False,0,True,,,,,,,,,,,,,,,,,,,,
1854608373494562826,1854608373494562826,RT @Oaktree: Oaktree co-chairman @HowardMarksBook joined @BarronsOnline Andy Serwer for a discussion on what distinguishes ownership and de…,,,,,,2024-11-07T19:34:27,,0,0,10,,Oaktree HowardMarksBook BarronsOnline,2024-11-07 19:34:27,False,0,True,,,,,,,,,,,,,,,,,,,,
1849145380853702846,1849145380853702846,RT @Oaktree: Listen to the latest memo from @HowardMarksBook to hear what he thinks is the most important decision when considering asset a…,,,,,,2024-10-23T17:46:28,,0,0,26,,Oaktree HowardMarksBook,2024-10-23 17:46:28,False,0,True,,,,,,,,,,,,,,,,,,,,
1848785102563860654,1848785102563860654,RT @Oaktree: Read the latest memo from @HowardMarksBook to learn what he thinks is the most important decision when considering asset alloc…,,,,,,2024-10-22T17:54:51,,0,0,27,,Oaktree HowardMarksBook,2024-10-22 17:54:51,False,0,True,,,,,,,,,,,,,,,,,,,,
1847332456992850177,1847332456992850177,RT @LynnThoman: Listen to legendary investor and co-founder of @Oaktree @HowardMarksBook before you invest another dime. “It's important t…,,,,,,2024-10-18T17:42:34,,0,0,23,,LynnThoman Oaktree HowardMarksBook,2024-10-18 17:42:34,False,0,True,,,,,,,,,,,,,,,,,,,,
1837217146876875146,1837217146876875146,RT @Oaktree: Listen to the latest memo from @HowardMarksBook to hear what he thinks about attempts to regulate the free market. #OaktreeIns…,,,,,,2024-09-20T19:47:56,,0,0,18,OaktreeIns…,Oaktree HowardMarksBook,2024-09-20 19:47:56,False,0,True,,,,,,,,,,,,,,,,,,,,
